date,product_id,product_name,category,store_location,units_sold,orders,price,revenue,stock_level,reorder_point
2026-03-28,P006,Handbag,Accessories,Berlin,5,2,31.14,155.69,100,33
2026-03-28,P007,Belt,Accessories,Düsseldorf,7,3,35.1,245.7,151,52
2026-03-28,P007,Belt,Accessories,Essen,22,14,41.13,904.81,82,56
2026-03-28,P007,Belt,Accessories,Köln,19,7,45.46,863.69,126,34
2026-03-28,P007,Belt,Accessories,München,22,11,58.77,1292.97,87,52
2026-03-28,P007,Belt,Accessories,Berlin,17,14,81.43,1384.3,60,26
2026-03-28,P008,Winter Jacket,Outerwear,Düsseldorf,11,8,112.48,1237.25,50,48
2026-03-28,P008,Winter Jacket,Outerwear,Essen,12,8,118.35,1420.19,120,25
2026-03-28,P008,Winter Jacket,Outerwear,Köln,26,19,163.88,4260.84,99,47
2026-03-28,P008,Winter Jacket,Outerwear,München,16,6,154.23,2467.63,35,35
2026-03-28,P008,Winter Jacket,Outerwear,Berlin,19,11,107.34,2039.46,120,45
2026-03-28,P009,Blazer,Outerwear,Düsseldorf,4,2,197.99,791.98,74,46
2026-03-28,P009,Blazer,Outerwear,Essen,17,9,191.87,3261.77,96,39
2026-03-28,P009,Blazer,Outerwear,Köln,23,10,198.08,4555.84,82,36
2026-03-28,P009,Blazer,Outerwear,München,33,18,215.29,7104.55,90,40
2026-03-28,P009,Blazer,Outerwear,Berlin,14,9,90.2,1262.8,66,35
2026-03-28,P010,Sports Hoodie,Sportswear,Düsseldorf,26,14,80.37,2089.49,83,45
2026-03-28,P010,Sports Hoodie,Sportswear,Essen,14,9,46.15,646.11,103,26
2026-03-28,P010,Sports Hoodie,Sportswear,Köln,9,4,48.82,439.35,109,52
2026-03-28,P010,Sports Hoodie,Sportswear,München,16,8,36.42,582.78,86,33
2026-03-28,P010,Sports Hoodie,Sportswear,Berlin,21,8,35.9,753.89,95,33
2026-03-29,P001,Basic T-Shirt,Clothing,Düsseldorf,0,1,64.94,0.0,120,40
2026-03-29,P001,Basic T-Shirt,Clothing,Essen,11,8,72.52,797.72,89,39
2026-03-29,P001,Basic T-Shirt,Clothing,Köln,13,9,37.08,482.01,96,49
2026-03-29,P001,Basic T-Shirt,Clothing,München,7,3,48.75,341.24,113,57
2026-03-29,P001,Basic T-Shirt,Clothing,Berlin,10,4,26.52,265.21,136,50
2026-03-29,P002,Slim Jeans,Clothing,Düsseldorf,13,6,75.03,975.45,91,59
2026-03-29,P002,Slim Jeans,Clothing,Essen,27,13,53.94,1456.37,92,45
2026-03-29,P002,Slim Jeans,Clothing,Köln,18,12,68.71,1236.75,43,34
2026-03-29,P002,Slim Jeans,Clothing,München,2,1,77.36,154.71,98,53
2026-03-29,P002,Slim Jeans,Clothing,Berlin,22,11,53.98,1187.62,84,44
2026-03-29,P003,Summer Dress,Clothing,Düsseldorf,7,5,42.59,298.14,98,56
2026-03-29,P003,Summer Dress,Clothing,Essen,7,3,48.54,339.77,102,34
2026-03-29,P003,Summer Dress,Clothing,Köln,30,15,72.9,2187.12,85,51
2026-03-29,P003,Summer Dress,Clothing,München,21,12,74.91,1573.05,54,32
2026-03-29,P003,Summer Dress,Clothing,Berlin,26,14,60.17,1564.5,54,44
2026-03-29,P004,Sneakers,Shoes,Düsseldorf,19,12,127.6,2424.43,72,51
2026-03-29,P004,Sneakers,Shoes,Essen,21,13,103.04,2163.83,87,30
2026-03-29,P004,Sneakers,Shoes,Köln,5,3,80.36,401.78,152,57
2026-03-29,P004,Sneakers,Shoes,München,26,10,132.43,3443.3,88,27
2026-03-29,P004,Sneakers,Shoes,Berlin,16,8,143.3,2292.84,68,27
2026-03-29,P005,Leather Boots,Shoes,Düsseldorf,12,8,51.37,616.45,92,48
2026-03-29,P005,Leather Boots,Shoes,Essen,5,3,67.19,335.97,149,41
2026-03-29,P005,Leather Boots,Shoes,Köln,26,12,82.29,2139.58,109,40
2026-03-29,P005,Leather Boots,Shoes,München,17,8,122.04,2074.7,88,41
2026-03-29,P005,Leather Boots,Shoes,Berlin,13,5,74.8,972.35,150,54
2026-03-29,P006,Handbag,Accessories,Düsseldorf,6,2,47.31,283.89,59,27
2026-03-29,P006,Handbag,Accessories,Essen,33,15,28.65,945.33,70,32
2026-03-29,P006,Handbag,Accessories,Köln,16,11,80.74,1291.87,75,45
2026-03-29,P006,Handbag,Accessories,München,16,7,58.23,931.67,108,30
2026-03-29,P006,Handbag,Accessories,Berlin,15,12,64.51,967.63,101,33
2026-03-29,P007,Belt,Accessories,Düsseldorf,27,15,95.15,2569.04,52,49
2026-03-29,P007,Belt,Accessories,Essen,30,12,62.25,1867.63,19,51
2026-03-29,P007,Belt,Accessories,Köln,15,10,34.26,513.84,81,51
2026-03-29,P007,Belt,Accessories,München,16,8,58.81,941.0,76,41
2026-03-29,P007,Belt,Accessories,Berlin,21,12,53.77,1129.23,146,59
2026-03-29,P008,Winter Jacket,Outerwear,Düsseldorf,26,19,177.56,4616.52,91,51
2026-03-29,P008,Winter Jacket,Outerwear,Essen,28,11,109.43,3064.04,81,31
2026-03-29,P008,Winter Jacket,Outerwear,Köln,1,1,164.92,164.92,131,49
2026-03-29,P008,Winter Jacket,Outerwear,München,15,6,120.68,1810.19,85,52
2026-03-29,P008,Winter Jacket,Outerwear,Berlin,14,6,184.97,2589.63,82,42
2026-03-29,P009,Blazer,Outerwear,Düsseldorf,34,14,95.2,3236.72,58,36
2026-03-29,P009,Blazer,Outerwear,Essen,27,22,138.55,3740.92,76,31
2026-03-29,P009,Blazer,Outerwear,Köln,16,6,214.7,3435.17,101,38
2026-03-29,P009,Blazer,Outerwear,München,19,15,82.19,1561.61,130,28
2026-03-29,P009,Blazer,Outerwear,Berlin,16,10,173.17,2770.67,46,46
2026-03-29,P010,Sports Hoodie,Sportswear,Düsseldorf,16,6,65.13,1042.02,120,36
2026-03-29,P010,Sports Hoodie,Sportswear,Essen,16,6,70.51,1128.15,78,44
2026-03-29,P010,Sports Hoodie,Sportswear,Köln,19,9,113.46,2155.68,106,59
2026-03-29,P010,Sports Hoodie,Sportswear,München,0,1,80.27,0.0,82,40
2026-03-29,P010,Sports Hoodie,Sportswear,Berlin,15,13,99.14,1487.14,96,56
2026-03-30,P001,Basic T-Shirt,Clothing,Düsseldorf,28,11,55.23,1546.45,46,45
2026-03-30,P001,Basic T-Shirt,Clothing,Essen,21,10,51.12,1073.44,74,56
2026-03-30,P001,Basic T-Shirt,Clothing,Köln,4,2,54.87,219.49,118,57
2026-03-30,P001,Basic T-Shirt,Clothing,München,22,9,60.46,1330.04,88,42
2026-03-30,P001,Basic T-Shirt,Clothing,Berlin,26,14,62.0,1611.99,76,49
2026-03-30,P002,Slim Jeans,Clothing,Düsseldorf,31,22,27.42,849.92,49,56
2026-03-30,P002,Slim Jeans,Clothing,Essen,24,13,77.13,1851.04,72,40
2026-03-30,P002,Slim Jeans,Clothing,Köln,15,8,76.5,1147.53,94,28
2026-03-30,P002,Slim Jeans,Clothing,München,9,5,23.21,208.85,147,39
2026-03-30,P002,Slim Jeans,Clothing,Berlin,11,9,64.43,708.76,102,55
2026-03-30,P003,Summer Dress,Clothing,Düsseldorf,13,6,30.71,399.26,97,25
2026-03-30,P003,Summer Dress,Clothing,Essen,10,5,46.23,462.29,109,25
2026-03-30,P003,Summer Dress,Clothing,Köln,13,5,31.45,408.87,69,26
2026-03-30,P003,Summer Dress,Clothing,München,9,3,79.85,718.61,99,34
2026-03-30,P003,Summer Dress,Clothing,Berlin,29,12,71.71,2079.63,73,29
2026-03-30,P004,Sneakers,Shoes,Düsseldorf,31,20,61.81,1916.14,90,41
2026-03-30,P004,Sneakers,Shoes,Essen,15,8,92.27,1384.05,48,32
2026-03-30,P004,Sneakers,Shoes,Köln,11,8,62.31,685.45,106,26
2026-03-30,P004,Sneakers,Shoes,München,12,5,65.94,791.3,134,44
2026-03-30,P004,Sneakers,Shoes,Berlin,20,9,122.67,2453.47,78,28
2026-03-30,P005,Leather Boots,Shoes,Düsseldorf,33,14,65.26,2153.74,37,33
2026-03-30,P005,Leather Boots,Shoes,Essen,28,12,70.16,1964.53,108,48
2026-03-30,P005,Leather Boots,Shoes,Köln,9,3,147.31,1325.82,84,52
2026-03-30,P005,Leather Boots,Shoes,München,32,16,135.55,4337.6,89,56
2026-03-30,P005,Leather Boots,Shoes,Berlin,31,13,73.34,2273.48,28,44
2026-03-30,P006,Handbag,Accessories,Düsseldorf,14,6,31.73,444.16,86,38
2026-03-30,P006,Handbag,Accessories,Essen,24,11,55.78,1338.82,78,29
2026-03-30,P006,Handbag,Accessories,Köln,28,11,87.48,2449.37,55,30
2026-03-30,P006,Handbag,Accessories,München,9,4,25.48,229.35,115,52
2026-03-30,P006,Handbag,Accessories,Berlin,20,13,43.78,875.54,99,45
2026-03-30,P007,Belt,Accessories,Düsseldorf,12,6,64.1,769.24,137,36
2026-03-30,P007,Belt,Accessories,Essen,15,7,28.02,420.31,105,25
2026-03-30,P007,Belt,Accessories,Köln,13,5,54.71,711.19,52,50
2026-03-30,P007,Belt,Accessories,München,21,12,58.5,1228.43,87,45
2026-03-30,P007,Belt,Accessories,Berlin,13,11,85.0,1105.01,141,39
2026-03-30,P008,Winter Jacket,Outerwear,Düsseldorf,11,9,149.25,1641.74,74,46
2026-03-30,P008,Winter Jacket,Outerwear,Essen,18,8,190.89,3435.96,107,31
2026-03-30,P008,Winter Jacket,Outerwear,Köln,26,10,201.81,5247.07,130,27
2026-03-30,P008,Winter Jacket,Outerwear,München,22,19,157.07,3455.5,86,55
2026-03-30,P008,Winter Jacket,Outerwear,Berlin,0,1,153.38,0.0,97,36
2026-03-30,P009,Blazer,Outerwear,Düsseldorf,3,1,163.96,491.89,115,47
2026-03-30,P009,Blazer,Outerwear,Essen,11,8,124.08,1364.91,50,52
2026-03-30,P009,Blazer,Outerwear,Köln,8,3,98.44,787.5,88,34
2026-03-30,P009,Blazer,Outerwear,München,15,7,137.15,2057.2,126,50
2026-03-30,P009,Blazer,Outerwear,Berlin,39,17,165.62,6459.07,77,43
2026-03-30,P010,Sports Hoodie,Sportswear,Düsseldorf,26,11,45.02,1170.64,68,52
2026-03-30,P010,Sports Hoodie,Sportswear,Essen,4,1,115.74,462.95,114,58
2026-03-30,P010,Sports Hoodie,Sportswear,Köln,13,10,73.83,959.73,95,57
2026-03-30,P010,Sports Hoodie,Sportswear,München,10,5,91.96,919.64,147,58
2026-03-30,P010,Sports Hoodie,Sportswear,Berlin,15,7,86.9,1303.48,65,33
2026-03-31,P001,Basic T-Shirt,Clothing,Düsseldorf,24,12,44.61,1070.62,74,36
2026-03-31,P001,Basic T-Shirt,Clothing,Essen,6,3,41.21,247.28,112,39
2026-03-31,P001,Basic T-Shirt,Clothing,Köln,31,17,47.63,1476.65,72,51
2026-03-31,P001,Basic T-Shirt,Clothing,München,23,13,30.32,697.46,67,25
2026-03-31,P001,Basic T-Shirt,Clothing,Berlin,11,4,69.13,760.42,91,56
2026-03-31,P002,Slim Jeans,Clothing,Düsseldorf,8,6,79.36,634.89,139,42
2026-03-31,P002,Slim Jeans,Clothing,Essen,11,7,52.73,579.99,138,51
2026-03-31,P002,Slim Jeans,Clothing,Köln,21,13,62.85,1319.92,121,42
2026-03-31,P002,Slim Jeans,Clothing,München,11,4,55.44,609.81,120,41
2026-03-31,P002,Slim Jeans,Clothing,Berlin,22,16,70.84,1558.55,94,25
2026-03-31,P003,Summer Dress,Clothing,Düsseldorf,16,13,51.3,820.84,129,52
2026-03-31,P003,Summer Dress,Clothing,Essen,20,11,70.6,1411.96,92,32
2026-03-31,P003,Summer Dress,Clothing,Köln,28,14,43.63,1221.56,48,47
2026-03-31,P003,Summer Dress,Clothing,München,16,9,66.22,1059.58,165,31
2026-03-31,P003,Summer Dress,Clothing,Berlin,18,7,32.91,592.3,111,36
2026-03-31,P004,Sneakers,Shoes,Düsseldorf,20,9,137.52,2750.35,97,30
2026-03-31,P004,Sneakers,Shoes,Essen,17,8,59.3,1008.05,105,27
2026-03-31,P004,Sneakers,Shoes,Köln,16,12,75.38,1206.1,143,35
2026-03-31,P004,Sneakers,Shoes,München,14,7,105.52,1477.28,109,41
2026-03-31,P004,Sneakers,Shoes,Berlin,16,10,53.65,858.37,176,51
2026-03-31,P005,Leather Boots,Shoes,Düsseldorf,16,6,136.1,2177.63,96,26
2026-03-31,P005,Leather Boots,Shoes,Essen,11,6,146.26,1608.91,184,57
2026-03-31,P005,Leather Boots,Shoes,Köln,20,16,81.57,1631.31,120,33
2026-03-31,P005,Leather Boots,Shoes,München,14,8,121.9,1706.6,84,30
2026-03-31,P005,Leather Boots,Shoes,Berlin,22,18,138.1,3038.25,63,38
2026-03-31,P006,Handbag,Accessories,Düsseldorf,27,13,27.86,752.14,94,47
2026-03-31,P006,Handbag,Accessories,Essen,27,16,49.42,1334.42,89,52
2026-03-31,P006,Handbag,Accessories,Köln,22,10,48.09,1058.05,73,57
2026-03-31,P006,Handbag,Accessories,München,19,11,84.71,1609.5,84,54
2026-03-31,P006,Handbag,Accessories,Berlin,26,19,23.24,604.31,83,54
2026-03-31,P007,Belt,Accessories,Düsseldorf,6,5,69.47,416.81,128,31
2026-03-31,P007,Belt,Accessories,Essen,9,4,30.07,270.66,79,50
2026-03-31,P007,Belt,Accessories,Köln,14,6,42.37,593.15,84,33
2026-03-31,P007,Belt,Accessories,München,19,8,63.11,1199.04,34,29
2026-03-31,P007,Belt,Accessories,Berlin,14,10,30.19,422.71,71,34
2026-03-31,P008,Winter Jacket,Outerwear,Düsseldorf,25,14,124.47,3111.75,88,47
2026-03-31,P008,Winter Jacket,Outerwear,Essen,8,4,162.81,1302.51,110,44
2026-03-31,P008,Winter Jacket,Outerwear,Köln,10,4,219.74,2197.38,121,45
2026-03-31,P008,Winter Jacket,Outerwear,München,11,7,190.26,2092.81,76,48
2026-03-31,P008,Winter Jacket,Outerwear,Berlin,11,4,130.87,1439.57,119,29
2026-03-31,P009,Blazer,Outerwear,Düsseldorf,7,5,83.61,585.29,76,55
2026-03-31,P009,Blazer,Outerwear,Essen,19,9,109.91,2088.31,111,25
2026-03-31,P009,Blazer,Outerwear,Köln,30,21,85.6,2567.93,61,49
2026-03-31,P009,Blazer,Outerwear,München,20,12,115.92,2318.42,64,33
2026-03-31,P009,Blazer,Outerwear,Berlin,12,6,194.15,2329.8,52,40
2026-03-31,P010,Sports Hoodie,Sportswear,Düsseldorf,21,17,104.9,2202.84,114,43
2026-03-31,P010,Sports Hoodie,Sportswear,Essen,25,20,66.66,1666.39,105,43
2026-03-31,P010,Sports Hoodie,Sportswear,Köln,27,12,84.44,2279.84,82,35
2026-03-31,P010,Sports Hoodie,Sportswear,München,20,11,66.63,1332.62,120,34
2026-03-31,P010,Sports Hoodie,Sportswear,Berlin,17,10,105.73,1797.49,61,59
2026-04-01,P001,Basic T-Shirt,Clothing,Düsseldorf,13,7,43.37,563.8,85,53
2026-04-01,P001,Basic T-Shirt,Clothing,Essen,7,5,47.76,334.31,103,40
2026-04-01,P001,Basic T-Shirt,Clothing,Köln,6,5,36.94,221.62,88,55
2026-04-01,P001,Basic T-Shirt,Clothing,München,9,5,74.85,673.67,94,55
2026-04-01,P001,Basic T-Shirt,Clothing,Berlin,4,2,43.64,174.56,105,37
2026-04-01,P002,Slim Jeans,Clothing,Düsseldorf,10,4,70.06,700.64,109,53
2026-04-01,P002,Slim Jeans,Clothing,Essen,11,4,51.79,569.72,138,41
2026-04-01,P002,Slim Jeans,Clothing,Köln,15,7,72.29,1084.42,90,38
2026-04-01,P002,Slim Jeans,Clothing,München,26,17,34.54,897.96,83,30
2026-04-01,P002,Slim Jeans,Clothing,Berlin,27,11,21.66,584.72,82,57
2026-04-01,P003,Summer Dress,Clothing,Düsseldorf,26,12,33.41,868.78,84,29
2026-04-01,P003,Summer Dress,Clothing,Essen,24,13,55.21,1324.94,61,45
2026-04-01,P003,Summer Dress,Clothing,Köln,24,19,36.01,864.16,60,33
2026-04-01,P003,Summer Dress,Clothing,München,17,7,69.33,1178.58,74,50
2026-04-01,P003,Summer Dress,Clothing,Berlin,12,5,70.99,851.86,154,50
2026-04-01,P004,Sneakers,Shoes,Düsseldorf,21,9,85.45,1794.46,140,30
2026-04-01,P004,Sneakers,Shoes,Essen,14,10,145.82,2041.5,105,31
2026-04-01,P004,Sneakers,Shoes,Köln,13,5,108.04,1404.48,101,45
2026-04-01,P004,Sneakers,Shoes,München,4,2,72.94,291.78,137,26
2026-04-01,P004,Sneakers,Shoes,Berlin,12,8,89.91,1078.91,101,47
2026-04-01,P005,Leather Boots,Shoes,Düsseldorf,9,5,75.38,678.46,102,45
2026-04-01,P005,Leather Boots,Shoes,Essen,26,17,132.02,3432.59,116,32
2026-04-01,P005,Leather Boots,Shoes,Köln,3,1,147.73,443.18,96,51
2026-04-01,P005,Leather Boots,Shoes,München,28,15,134.41,3763.51,65,31
2026-04-01,P005,Leather Boots,Shoes,Berlin,16,12,72.19,1155.04,86,56
2026-04-01,P006,Handbag,Accessories,Düsseldorf,9,3,17.41,156.68,95,39
2026-04-01,P006,Handbag,Accessories,Essen,24,13,84.79,2035.03,104,51
2026-04-01,P006,Handbag,Accessories,Köln,10,6,67.57,675.72,101,32
2026-04-01,P006,Handbag,Accessories,München,23,11,39.02,897.51,116,42
2026-04-01,P006,Handbag,Accessories,Berlin,0,1,19.26,0.0,108,27
2026-04-01,P007,Belt,Accessories,Düsseldorf,5,2,52.29,261.44,81,58
2026-04-01,P007,Belt,Accessories,Essen,24,11,50.85,1220.48,60,59
2026-04-01,P007,Belt,Accessories,Köln,10,7,27.39,273.89,80,54
2026-04-01,P007,Belt,Accessories,München,22,16,83.47,1836.29,47,53
2026-04-01,P007,Belt,Accessories,Berlin,22,11,53.66,1180.51,111,40
2026-04-01,P008,Winter Jacket,Outerwear,Düsseldorf,25,20,136.04,3401.01,52,30
2026-04-01,P008,Winter Jacket,Outerwear,Essen,20,9,127.92,2558.44,117,41
2026-04-01,P008,Winter Jacket,Outerwear,Köln,18,12,191.34,3444.08,43,35
2026-04-01,P008,Winter Jacket,Outerwear,München,0,1,167.12,0.0,135,41
2026-04-01,P008,Winter Jacket,Outerwear,Berlin,18,10,219.05,3942.89,96,53
2026-04-01,P009,Blazer,Outerwear,Düsseldorf,26,14,124.97,3249.29,95,29
2026-04-01,P009,Blazer,Outerwear,Essen,10,4,122.12,1221.17,124,25
2026-04-01,P009,Blazer,Outerwear,Köln,18,7,83.96,1511.26,101,54
2026-04-01,P009,Blazer,Outerwear,München,25,14,194.74,4868.4,60,56
2026-04-01,P009,Blazer,Outerwear,Berlin,0,1,115.56,0.0,125,38
2026-04-01,P010,Sports Hoodie,Sportswear,Düsseldorf,25,11,118.98,2974.52,56,41
2026-04-01,P010,Sports Hoodie,Sportswear,Essen,28,24,100.16,2804.43,108,29
2026-04-01,P010,Sports Hoodie,Sportswear,Köln,34,25,38.26,1300.84,48,57
2026-04-01,P010,Sports Hoodie,Sportswear,München,13,6,47.16,613.14,100,25
2026-04-01,P010,Sports Hoodie,Sportswear,Berlin,33,16,98.16,3239.42,69,38
2026-04-02,P001,Basic T-Shirt,Clothing,Düsseldorf,22,11,48.37,1064.21,93,51
2026-04-02,P001,Basic T-Shirt,Clothing,Essen,38,17,32.06,1218.14,83,51
2026-04-02,P001,Basic T-Shirt,Clothing,Köln,18,13,79.69,1434.41,119,33
2026-04-02,P001,Basic T-Shirt,Clothing,München,20,17,24.02,480.35,119,44
2026-04-02,P001,Basic T-Shirt,Clothing,Berlin,15,6,39.77,596.62,96,32
2026-04-02,P002,Slim Jeans,Clothing,Düsseldorf,18,14,51.05,918.93,77,37
2026-04-02,P002,Slim Jeans,Clothing,Essen,6,3,40.87,245.24,115,37
2026-04-02,P002,Slim Jeans,Clothing,Köln,12,4,70.36,844.28,89,38
2026-04-02,P002,Slim Jeans,Clothing,München,17,10,47.07,800.24,104,41
2026-04-02,P002,Slim Jeans,Clothing,Berlin,27,17,55.59,1500.84,74,52
2026-04-02,P003,Summer Dress,Clothing,Düsseldorf,22,19,44.87,987.13,61,50
2026-04-02,P003,Summer Dress,Clothing,Essen,18,8,46.16,830.89,109,31
2026-04-02,P003,Summer Dress,Clothing,Köln,23,9,47.23,1086.18,83,36
2026-04-02,P003,Summer Dress,Clothing,München,27,15,68.61,1852.35,100,49
2026-04-02,P003,Summer Dress,Clothing,Berlin,12,5,67.53,810.41,100,38
2026-04-02,P004,Sneakers,Shoes,Düsseldorf,10,5,130.63,1306.26,118,35
2026-04-02,P004,Sneakers,Shoes,Essen,22,16,90.46,1990.12,138,35
2026-04-02,P004,Sneakers,Shoes,Köln,3,1,77.79,233.36,106,48
2026-04-02,P004,Sneakers,Shoes,München,0,1,95.87,0.0,125,41
2026-04-02,P004,Sneakers,Shoes,Berlin,23,14,145.61,3348.95,106,53
2026-04-02,P005,Leather Boots,Shoes,Düsseldorf,11,4,83.58,919.38,118,59
2026-04-02,P005,Leather Boots,Shoes,Essen,19,7,82.48,1567.08,81,41
2026-04-02,P005,Leather Boots,Shoes,Köln,15,7,66.61,999.09,95,59
2026-04-02,P005,Leather Boots,Shoes,München,20,9,54.31,1086.12,88,56
2026-04-02,P005,Leather Boots,Shoes,Berlin,15,6,64.62,969.37,95,28
2026-04-02,P006,Handbag,Accessories,Düsseldorf,21,14,24.6,516.69,82,33
2026-04-02,P006,Handbag,Accessories,Essen,8,4,29.67,237.37,149,34
2026-04-02,P006,Handbag,Accessories,Köln,25,13,98.23,2455.85,91,27
2026-04-02,P006,Handbag,Accessories,München,24,11,35.98,863.45,75,53
2026-04-02,P006,Handbag,Accessories,Berlin,15,6,56.94,854.03,116,49
2026-04-02,P007,Belt,Accessories,Düsseldorf,16,7,98.51,1576.19,107,41
2026-04-02,P007,Belt,Accessories,Essen,11,9,33.94,373.38,123,50
2026-04-02,P007,Belt,Accessories,Köln,18,12,53.3,959.39,75,35
2026-04-02,P007,Belt,Accessories,München,5,3,37.92,189.62,73,32
2026-04-02,P007,Belt,Accessories,Berlin,28,11,75.25,2107.09,31,34
2026-04-02,P008,Winter Jacket,Outerwear,Düsseldorf,13,8,143.01,1859.09,89,39
2026-04-02,P008,Winter Jacket,Outerwear,Essen,6,2,176.19,1057.14,121,47
2026-04-02,P008,Winter Jacket,Outerwear,Köln,16,12,91.83,1469.26,119,58
2026-04-02,P008,Winter Jacket,Outerwear,München,14,7,98.32,1376.44,61,39
2026-04-02,P008,Winter Jacket,Outerwear,Berlin,22,9,205.27,4515.94,77,30
2026-04-02,P009,Blazer,Outerwear,Düsseldorf,34,15,144.49,4912.58,15,43
2026-04-02,P009,Blazer,Outerwear,Essen,24,13,149.84,3596.21,49,52
2026-04-02,P009,Blazer,Outerwear,Köln,24,11,187.61,4502.53,110,53
2026-04-02,P009,Blazer,Outerwear,München,24,15,219.78,5274.7,82,52
2026-04-02,P009,Blazer,Outerwear,Berlin,25,13,183.54,4588.48,80,57
2026-04-02,P010,Sports Hoodie,Sportswear,Düsseldorf,24,13,49.38,1185.23,75,39
2026-04-02,P010,Sports Hoodie,Sportswear,Essen,18,13,40.63,731.41,99,55
2026-04-02,P010,Sports Hoodie,Sportswear,Köln,21,11,59.01,1239.31,85,29
2026-04-02,P010,Sports Hoodie,Sportswear,München,14,7,78.25,1095.51,104,40
2026-04-02,P010,Sports Hoodie,Sportswear,Berlin,29,17,73.47,2130.62,68,38
2026-04-03,P001,Basic T-Shirt,Clothing,Düsseldorf,30,13,53.18,1595.32,61,41
2026-04-03,P001,Basic T-Shirt,Clothing,Essen,19,9,46.68,886.85,87,49
2026-04-03,P001,Basic T-Shirt,Clothing,Köln,14,5,66.27,927.78,108,44
2026-04-03,P001,Basic T-Shirt,Clothing,München,27,20,70.95,1915.52,87,33
2026-04-03,P001,Basic T-Shirt,Clothing,Berlin,17,9,48.2,819.43,96,55
2026-04-03,P002,Slim Jeans,Clothing,Düsseldorf,19,14,31.62,600.79,121,55
2026-04-03,P002,Slim Jeans,Clothing,Essen,13,10,43.85,570.05,121,38
2026-04-03,P002,Slim Jeans,Clothing,Köln,27,16,27.87,752.5,53,54
2026-04-03,P002,Slim Jeans,Clothing,München,25,21,32.89,822.26,96,40
2026-04-03,P002,Slim Jeans,Clothing,Berlin,23,12,52.56,1208.98,51,33
2026-04-03,P003,Summer Dress,Clothing,Düsseldorf,30,13,47.31,1419.39,86,27
2026-04-03,P003,Summer Dress,Clothing,Essen,29,14,58.19,1687.59,104,55
2026-04-03,P003,Summer Dress,Clothing,Köln,16,8,20.36,325.72,113,33
2026-04-03,P003,Summer Dress,Clothing,München,12,6,65.71,788.5,103,52
2026-04-03,P003,Summer Dress,Clothing,Berlin,21,9,42.6,894.58,70,40
2026-04-03,P004,Sneakers,Shoes,Düsseldorf,10,4,93.06,930.65,121,40
2026-04-03,P004,Sneakers,Shoes,Essen,7,3,63.31,443.14,89,29
2026-04-03,P004,Sneakers,Shoes,Köln,15,11,111.89,1678.28,92,55
2026-04-03,P004,Sneakers,Shoes,München,6,3,128.08,768.47,109,50
2026-04-03,P004,Sneakers,Shoes,Berlin,32,28,109.23,3495.26,89,43
2026-04-03,P005,Leather Boots,Shoes,Düsseldorf,21,9,72.75,1527.85,78,52
2026-04-03,P005,Leather Boots,Shoes,Essen,33,16,79.72,2630.69,95,41
2026-04-03,P005,Leather Boots,Shoes,Köln,10,8,61.69,616.93,129,43
2026-04-03,P005,Leather Boots,Shoes,München,28,16,92.94,2602.26,82,59
2026-04-03,P005,Leather Boots,Shoes,Berlin,16,7,89.62,1433.9,96,52
2026-04-03,P006,Handbag,Accessories,Düsseldorf,23,10,87.23,2006.3,83,52
2026-04-03,P006,Handbag,Accessories,Essen,12,7,95.5,1146.05,94,54
2026-04-03,P006,Handbag,Accessories,Köln,11,8,79.37,873.1,118,37
2026-04-03,P006,Handbag,Accessories,München,13,6,24.73,321.48,98,32
2026-04-03,P006,Handbag,Accessories,Berlin,23,11,39.68,912.54,47,47
2026-04-03,P007,Belt,Accessories,Düsseldorf,0,1,24.03,0.0,142,43
2026-04-03,P007,Belt,Accessories,Essen,15,7,21.16,317.38,46,51
2026-04-03,P007,Belt,Accessories,Köln,4,2,25.29,101.16,88,49
2026-04-03,P007,Belt,Accessories,München,17,13,39.28,667.79,102,50
2026-04-03,P007,Belt,Accessories,Berlin,13,5,85.74,1114.66,77,31
2026-04-03,P008,Winter Jacket,Outerwear,Düsseldorf,4,2,170.14,680.57,106,53
2026-04-03,P008,Winter Jacket,Outerwear,Essen,30,26,186.98,5609.44,110,51
2026-04-03,P008,Winter Jacket,Outerwear,Köln,19,9,202.45,3846.59,91,57
2026-04-03,P008,Winter Jacket,Outerwear,München,13,5,139.75,1816.69,78,36
2026-04-03,P008,Winter Jacket,Outerwear,Berlin,16,7,84.36,1349.7,120,52
2026-04-03,P009,Blazer,Outerwear,Düsseldorf,7,4,95.49,668.45,133,58
2026-04-03,P009,Blazer,Outerwear,Essen,15,13,181.66,2724.85,132,48
2026-04-03,P009,Blazer,Outerwear,Köln,7,2,101.86,713.03,81,37
2026-04-03,P009,Blazer,Outerwear,München,30,14,164.12,4923.66,74,44
2026-04-03,P009,Blazer,Outerwear,Berlin,30,14,205.14,6154.29,63,40
2026-04-03,P010,Sports Hoodie,Sportswear,Düsseldorf,6,3,87.52,525.14,126,27
2026-04-03,P010,Sports Hoodie,Sportswear,Essen,19,8,103.98,1975.65,106,46
2026-04-03,P010,Sports Hoodie,Sportswear,Köln,12,5,41.32,495.86,125,43
2026-04-03,P010,Sports Hoodie,Sportswear,München,8,3,44.65,357.16,121,37
2026-04-03,P010,Sports Hoodie,Sportswear,Berlin,15,9,60.88,913.27,113,31
